480→31180,106
481→29943,4
482→26137,10
483→23445,14
484→35712,8
485→37045,62
486→38831,8
487→32537,2
488→24452,16
489→40117,2
490→20234,92
491→25746,4
492→39319,2
493→24694,14
494→28865,2
495→31174,6
496→28059,8
497→20006,50
498→33411,4
499→31722,14
500→35382,18
501→33849,2
502→20462,22
503→40587,102
504→25110,58
505→32508,2
506→36994,2
507→23648,34
508→28092,10
509→29140,2
510→31983,2
511→26934,2
512→38200,4
513→35947,32
514→30409,58
515→24835,2
516→33882,4
517→32950,2
518→39584,4
519→35349,2
520→22904,16
521→34861,2
522→28402,2
523→33278,14
524→25913,10
525→20039,6
526→36960,34
527→20805,32
528→28254,2
529→29386,4
530→29988,2
531→27812,4
532→28066,2
533→38899,36
534→20866,20
535→39177,6
536→25528,2
537→28237,4
538→31128,6
539→31914,8
540→35588,2
541→28005,4
542→38297,12
543→39345,2
544→34802,14
545→23089,4
546→36769,2
547→39721,4
548→25970,6
549→33029,6
550→22369,12
551→29781,18
552→22993,30
553→28495,2
554→29547,2
555→38607,4
556→24258,2
557→32933,18
558→21518,70
559→37019,12
560→20892,110
561→26359,8
562→29311,2
563→40379,4
564→38263,306
565→30693,20
566→36564,4
567→36756,30
568→20633,78
569→34001,8
570→21385,10
571→33640,2
572→25725,4
573→32792,2
574→31117,12
575→27072,10
576→22500,2
577→35785,2
578→28208,2
579→34657,2
580→20065,42
581→20859,28
582→40180,78
583→21371,6
584→24603,4
585→32766,2
586→29920,8
587→26154,2
588→27086,2
589→30031,46
590→35543,2
591→26366,74
592→35771,2
593→23614,24
594→37026,12
595→32554,8
596→26702,2
597→35315,2
598→25187,2
599→24055,6
600→40510,10
601→21715,2
602→37670,2
603→32302,2
604→40722,8
605→26530,6
606→29918,10
607→30009,16
608→29124,4
609→21349,210
610→38264,306
611→24409,8
612→39184,6
613→35749,4
614→22994,2
615→37648,2
616→38600,6
617→20439,30
618→39514,10
619→28654,12
620→29786,4
621→39726,4
622→26198,2
623→22538,2
624→38290,28
625→33678,2
626→39342,66
627→36138,6
628→20861,174
629→32305,2
630→24260,2
631→40725,6
632→30452,6
633→23879,2
634→35120,8
635→26705,28
636→21520,6
637→37445,6
638→40517,6
639→24052,56
640→26361,50
641→35776,2
642→23613,44
643→38069,2
644→32553,2
645→21376,2
646→24604,8
647→32761,8
648→30036,8
649→23421,2
650→26395,34
651→35782,30
652→39973,18
653→20250,54
654→21382,14
655→36335,30
656→33647,10
657→25722,4
658→27075,40
659→27849,54
660→39719,12
661→25346,8
662→31574,2
663→30694,398
664→34234,4
665→22351,6
666→36563,2
667→20406,2
668→33011,2
669→30669,2
670→29744,4
671→28696,6
672→32902,28
673→38404,4
674→31589,28
675→29576,2
676→32768,16
677→39380,4
678→38252,12
679→27088,14
680→23428,32
681→26368,20
682→20259,2
683→31119,496
684→28034,4
685→31925,8
686→36932,16
687→39146,2
688→38094,18
689→20857,16
690→28662,10
691→24893,26
692→25941,18
693→39522,10
694→36758,2
695→22956,4
696→23884,6
697→29582,2
698→28450,86
699→21172,14
700→37017,2
701→32565,2
702→30232,2
703→35740,4
704→30000,428
705→26165,2
706→35572,4
707→21340,48
708→37225,6
709→40377,2
710→26501,2
711→29549,6
712→36793,18
713→40713,12
714→25384,4
715→24858,12
716→21516,76
717→23241,4
718→22969,36
719→30490,6
720→27427,20
721→34030,6
722→20602,2
723→36767,92
724→33215,4
725→25370,10
726→20430,332
727→36555,2
728→24090,442
729→25142,18
730→22367,6
731→36131,22
732→20054,24
733→38897,8
734→20868,18
735→33443,4
736→27271,2
737→26191,12
738→35586,10
739→20266,6
740→40383,4
741→39717,26
742→29585,6
743→28457,2
744→24894,2
745→39525,2
746→28201,44
747→36109,4
748→21982,2
749→36935,18
750→38093,2
751→31922,2
752→26995,2
753→35778,4
754→20098,4
755→38067,2
756→21378,12
757→38255,2
758→37679,16
759→38631,8
760→26539,2
761→35912,14
762→29571,2
763→29743,4
764→32905,8
765→34453,16
766→20261,2
767→40384,4
768→36136,10
769→38890,6
770→32596,2
771→31313,10
772→34661,2
773→25145,12
774→31777,2
775→29788,6
776→30497,2
777→20605,6
778→25377,2
779→39728,10
780→24063,50
781→32106,2
782→26734,2
783→31783,4
784→30651,14
785→24251,56
786→30007,54
787→29916,14
788→35575,6
789→21347,58
790→20295,4
791→32750,2
792→33682,4
793→24635,8
794→32562,2
795→24407,6
796→40142,2
797→30235,2
798→23622,2
799→23682,14
800→22750,6
801→33410,26
802→36162,2
803→20007,46
804→39318,190
805→25747,4
806→37282,8
807→20235,12
808→34407,8
809→31949,4
810→27010,6
811→19975,550
812→33848,2
813→20463,2
814→23020,190
815→26552,2
816→30437,34
817→35377,50
818→19981,604
819→30605,2
820→38468,6
821→40572,6
822→24037,118
823→30261,2
824→25581,6
825→32536,4
826→24453,8
827→36196,98
828→38830,2
829→37044,10
830→32704,2
831→24661,6
